name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Barcelona,2023-06-24,29.3,21.3,25.4,31.1,21.3,26.1,19.9,73,0,0,0,,0,0,81.7,21.4,188,1018.9,37.1,14.3,266.9,23,8,,2023-06-24T06:18:46,2023-06-24T21:28:43,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-06-25,30.3,20.8,25.6,32.6,20.8,26.2,18.9,67.8,0,0,0,,0,0,38.9,25.7,187.7,1017.1,18,15.8,298,25.6,8,,2023-06-25T06:19:04,2023-06-25T21:28:49,0.24,Clear,Clear conditions throughout the day.,clear-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-26,31.1,21.7,26.1,33.3,21.7,26.8,18.9,65.9,0,0,0,,0,0,21.6,18.9,227,1017.9,40.6,15.6,299.3,25.7,9,,2023-06-26T06:19:25,2023-06-26T21:28:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-27,29.2,22.9,25.8,31.2,22.9,26.5,20.2,71.7,0,0,0,,0,0,31,21.8,201.3,1017.4,35.6,13.8,246.4,21.4,8,,2023-06-27T06:19:47,2023-06-27T21:28:54,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,E9530,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-28,29.5,22.9,26.1,31.6,22.9,26.9,20.3,71,0,0,0,,0,0,24.8,23,183,1014.9,37.8,14.8,245.5,21.2,8,,2023-06-28T06:20:11,2023-06-28T21:28:54,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,C8593,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-06-29,27.8,23,25.5,29.9,23,26,19.4,69.1,0,0,0,,0,0,46.4,24.1,262.4,1015.2,47.8,15.6,239.8,20.6,8,,2023-06-29T06:20:36,2023-06-29T21:28:52,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,AR110,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-30,25.6,18.7,22.7,25.6,18.7,22.7,16.9,70.7,5.761,100,4.17,rain,0,0,51.8,18.9,217.4,1016,53.2,15.2,263.2,22.6,8,,2023-06-30T06:21:03,2023-06-30T21:28:47,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-07-01,27.1,19.4,23.8,27.6,19.4,23.8,15.3,60.4,0.033,100,4.17,rain,0,0,42.5,21.4,202.7,1015.6,39.9,16.3,296,25.8,8,,2023-07-01T06:21:32,2023-07-01T21:28:41,0.43,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-02,27.2,19.8,24.3,28.9,19.8,24.6,18.1,68.8,0,0,0,,0,0,24.8,22.4,107.1,1015.8,39.8,16.3,303.3,26.3,8,,2023-07-02T06:22:03,2023-07-02T21:28:32,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-03,27.3,21.1,24.7,28.9,21.1,24.9,19.8,74.6,0,0,0,,0,0,42.1,21.9,211.5,1016.7,42.9,15.7,238.5,20.5,8,,2023-07-03T06:22:34,2023-07-03T21:28:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-04,27.4,21.3,24.7,29.1,21.3,24.8,19.6,73.9,0.074,100,4.17,rain,0,0,27.7,19.3,116.9,1016.3,40.4,15.6,224.7,19.4,7,,2023-07-04T06:23:08,2023-07-04T21:28:09,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-07-05,25.4,21.9,23.8,25.4,21.9,23.8,19.7,78.2,0.006,100,4.17,rain,0,0,27,18.5,106.9,1017.2,63.8,14.8,147.1,12.6,6,,2023-07-05T06:23:43,2023-07-05T21:27:54,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-07-06,28.5,20.7,24.6,29,20.7,24.7,18.3,69.6,0.683,100,4.17,rain,0,0,20.9,19.3,94.7,1015.7,31.7,15.9,237.6,20.6,8,,2023-07-06T06:24:19,2023-07-06T21:27:37,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-07,28.9,20.6,25.1,29.3,20.6,25.4,18.6,68.7,0.011,100,4.17,rain,0,0,42.5,22.9,64.1,1015.2,33,14.8,227,19.6,8,,2023-07-07T06:24:56,2023-07-07T21:27:18,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-08,29.9,21.7,26,31.6,21.7,26.8,19.3,67.1,0,0,0,,0,0,38.9,21.3,57.6,1015.4,21.6,14.1,293.5,25.6,8,,2023-07-08T06:25:35,2023-07-08T21:26:57,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-09,30.1,21.7,25.9,31.2,21.7,26.5,19.3,68,0,0,0,,0,0,20.2,18,108.8,1018.5,13.2,13.9,280.8,24.5,8,,2023-07-09T06:26:16,2023-07-09T21:26:34,0.71,Clear,Clear conditions throughout the day.,clear-day,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-07-10,29.6,23.6,26.7,32.7,23.6,28,21.7,75.1,0,0,0,,0,0,25.9,17.3,111.5,1019.2,36.6,12.7,275.4,23.7,8,,2023-07-10T06:26:57,2023-07-10T21:26:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-11,30.7,24.2,27.2,35,24.2,29.4,22.8,77.4,0,0,0,,0,0,40,14.8,106.4,1014.9,35.3,11.2,243,20.9,8,,2023-07-11T06:27:40,2023-07-11T21:25:42,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-12,28.8,24.8,26.8,31.9,24.8,27.8,22,75.8,0,0,0,,0,0,30.6,19.8,113.2,1014,45,12.4,251.3,21.6,9,,2023-07-12T06:28:23,2023-07-12T21:25:13,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-07-13,30.1,23.1,26.5,30.9,23.1,27.2,19.6,66.7,0.2,100,4.17,rain,0,0,34.6,26.1,202.6,1017.2,46,14.8,288.9,24.9,8,,2023-07-13T06:29:08,2023-07-13T21:24:42,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-07-14,32,24.1,27.5,36.7,24.1,28.8,20.6,66.8,0,0,0,,0,0,45.4,27.6,217.7,1015.4,43.3,16.2,287.5,24.9,8,,2023-07-14T06:29:54,2023-07-14T21:24:09,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-07-15,30.2,22.8,26.9,33.3,22.8,28.3,21.4,72.6,0,0,0,,0,0,25.6,20.6,196.9,1012.6,36.4,16.3,287.7,24.8,8,,2023-07-15T06:30:41,2023-07-15T21:23:34,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-07-16,28.6,24.7,26.5,29.4,24.7,26.9,19.7,67.2,0,0,0,,0,0,32.4,21,132.6,1015.6,46.2,16.1,259.7,22.5,8,,2023-07-16T06:31:29,2023-07-16T21:22:57,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-07-17,28.7,23.7,26.5,30,23.7,27.1,19.7,67.5,0,0,0,,0,0,21.6,18,110,1018.1,34.6,15,249.5,21.8,8,,2023-07-17T06:32:18,2023-07-17T21:22:18,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,08181099999,08176399999"
